case:concept:name,concept:name,time:timestamp,event_count
173928,A_ACTIVATED,2011-11-29 08:27:25.615000+00:00,8
173931,A_SUBMITTED,2011-10-02 17:27:33.681000+00:00,1
173931,A_PARTLYSUBMITTED,2011-10-02 17:27:33.833000+00:00,2
173931,A_DECLINED_4,2011-10-02 17:28:11.792000+00:00,3
173934,A_SUBMITTED,2011-10-02 18:05:03.216000+00:00,1
173934,A_PARTLYSUBMITTED,2011-10-02 18:05:03.493000+00:00,2
173934,A_DECLINED_4,2011-10-03 07:29:04.948000+00:00,3
173937,A_SUBMITTED,2011-10-02 19:07:34.738000+00:00,1
173937,A_PARTLYSUBMITTED,2011-10-02 19:07:34.883000+00:00,2
173937,A_PREACCEPTED,2011-10-02 19:08:17.740000+00:00,3
173937,A_CANCELLED_1,2011-11-02 08:15:09.173000+00:00,4
173940,A_SUBMITTED,2011-10-02 19:08:02.233000+00:00,1
173940,A_PARTLYSUBMITTED,2011-10-02 19:08:02.321000+00:00,2
173940,A_PREACCEPTED,2011-10-02 19:08:42.664000+00:00,3
173940,A_ACCEPTED,2011-10-03 16:48:40.164000+00:00,4
173940,A_FINALIZED,2011-10-03 16:51:13.204000+00:00,5
173940,A_APPROVED,2011-10-14 06:30:21.631000+00:00,6
173940,A_ACTIVATED,2011-10-14 06:30:21.632000+00:00,7
173940,A_REGISTERED,2011-10-14 06:30:21.632000+00:00,8
173943,A_SUBMITTED,2011-10-02 20:11:52.060000+00:00,1
173943,A_PARTLYSUBMITTED,2011-10-02 20:11:52.235000+00:00,2
173943,A_PREACCEPTED,2011-10-03 07:23:42.150000+00:00,3
173943,A_ACCEPTED,2011-10-03 18:03:20.331000+00:00,4
173943,A_FINALIZED,2011-10-03 18:05:38.014000+00:00,5
173943,A_CANCELLED_1,2011-11-03 08:15:32.067000+00:00,6
173946,A_SUBMITTED,2011-10-02 20:51:17.311000+00:00,1
173946,A_PARTLYSUBMITTED,2011-10-02 20:51:17.504000+00:00,2
173946,A_PREACCEPTED,2011-10-02 20:51:56.959000+00:00,3
173946,A_ACCEPTED,2011-10-03 08:47:41.700000+00:00,4
173946,A_FINALIZED,2011-10-03 08:53:05.133000+00:00,5
173946,A_CANCELLED_1,2011-11-03 08:15:22.602000+00:00,6
173949,A_SUBMITTED,2011-10-02 21:12:15.825000+00:00,1
173949,A_PARTLYSUBMITTED,2011-10-02 21:12:16.091000+00:00,2
173949,A_PREACCEPTED,2011-10-03 07:21:49.886000+00:00,3
173949,A_ACCEPTED,2011-10-04 10:21:08.833000+00:00,4
173949,A_FINALIZED,2011-10-04 10:24:38.968000+00:00,5
173949,A_DECLINED_4,2011-10-31 13:33:55.453000+00:00,6
173952,A_SUBMITTED,2011-10-02 21:13:39.885000+00:00,1
173952,A_PARTLYSUBMITTED,2011-10-02 21:13:40.039000+00:00,2
173952,A_DECLINED_4,2011-10-02 21:14:30.672000+00:00,3
173955,A_SUBMITTED,2011-10-02 21:15:19.164000+00:00,1
173955,A_PARTLYSUBMITTED,2011-10-02 21:15:19.392000+00:00,2
173955,A_PREACCEPTED,2011-10-02 21:16:01.512000+00:00,3
173955,A_ACCEPTED,2011-10-04 07:19:20.744000+00:00,4
173955,A_FINALIZED,2011-10-04 07:20:00.182000+00:00,5
173955,A_APPROVED,2011-11-29 14:05:21.679000+00:00,6
173955,A_REGISTERED,2011-11-29 14:05:21.679000+00:00,7
173955,A_ACTIVATED,2011-11-29 14:05:21.680000+00:00,8
173958,A_SUBMITTED,2011-10-02 21:18:42.230000+00:00,1
173958,A_PARTLYSUBMITTED,2011-10-02 21:18:42.415000+00:00,2
173958,A_PREACCEPTED,2011-10-02 21:19:15.987000+00:00,3
173958,A_CANCELLED_1,2011-11-02 08:15:12.217000+00:00,4
173961,A_SUBMITTED,2011-10-02 21:19:50.916000+00:00,1
173961,A_PARTLYSUBMITTED,2011-10-02 21:19:51.019000+00:00,2
173961,A_DECLINED_4,2011-10-03 07:22:20.089000+00:00,3
173964,A_SUBMITTED,2011-10-02 21:43:30.528000+00:00,1
173964,A_PARTLYSUBMITTED,2011-10-02 21:43:30.739000+00:00,2
173964,A_PREACCEPTED,2011-10-03 07:19:23.171000+00:00,3
173964,A_CANCELLED_1,2011-10-03 09:33:33.159000+00:00,4
173979,A_SUBMITTED,2011-10-03 06:09:57.959000+00:00,1
173979,A_PARTLYSUBMITTED,2011-10-03 06:10:00.889000+00:00,2
173979,A_PREACCEPTED,2011-10-03 06:10:43.773000+00:00,3
173979,A_ACCEPTED,2011-10-03 09:31:50.715000+00:00,4
173979,A_FINALIZED,2011-10-03 09:35:26.248000+00:00,5
173979,A_APPROVED,2011-10-11 12:01:47.102000+00:00,6
173979,A_REGISTERED,2011-10-11 12:01:47.103000+00:00,7
173979,A_ACTIVATED,2011-10-11 12:01:47.103000+00:00,8
173982,A_SUBMITTED,2011-10-03 07:30:51.798000+00:00,1
173982,A_PARTLYSUBMITTED,2011-10-03 07:30:53.468000+00:00,2
173982,A_PREACCEPTED,2011-10-03 07:31:43.960000+00:00,3
173982,A_ACCEPTED,2011-10-03 10:33:59.665000+00:00,4
173982,A_FINALIZED,2011-10-03 10:36:32.208000+00:00,5
173982,A_CANCELLED_1,2011-10-10 15:27:02.781000+00:00,6
173985,A_SUBMITTED,2011-10-03 07:34:18.391000+00:00,1
173985,A_PARTLYSUBMITTED,2011-10-03 07:34:18.778000+00:00,2
173985,A_PREACCEPTED,2011-10-03 07:46:38.783000+00:00,3
173985,A_ACCEPTED,2011-10-03 07:53:47.344000+00:00,4
173985,A_FINALIZED,2011-10-03 07:54:36.342000+00:00,5
173985,A_DECLINED_4,2011-10-13 08:26:07.105000+00:00,6
173988,A_SUBMITTED,2011-10-03 07:52:42.796000+00:00,1
173988,A_PARTLYSUBMITTED,2011-10-03 07:52:43.202000+00:00,2
173988,A_PREACCEPTED,2011-10-03 07:55:14.598000+00:00,3
173988,A_ACCEPTED,2011-10-03 08:33:40.456000+00:00,4
173988,A_FINALIZED,2011-10-03 08:33:55.554000+00:00,5
173988,A_CANCELLED_1,2011-10-10 14:32:17.595000+00:00,6
173991,A_SUBMITTED,2011-10-03 08:07:17.625000+00:00,1
173991,A_PARTLYSUBMITTED,2011-10-03 08:07:17.963000+00:00,2
173991,A_DECLINED_4,2011-10-03 08:07:55.409000+00:00,3
173994,A_SUBMITTED,2011-10-03 08:33:48.189000+00:00,1
173994,A_PARTLYSUBMITTED,2011-10-03 08:33:49.063000+00:00,2
173994,A_DECLINED_4,2011-10-03 08:34:40.360000+00:00,3
173997,A_SUBMITTED,2011-10-03 08:38:11.406000+00:00,1
173997,A_PARTLYSUBMITTED,2011-10-03 08:38:11.765000+00:00,2
173997,A_PREACCEPTED,2011-10-03 08:38:55.388000+00:00,3
173997,A_ACCEPTED,2011-10-04 10:37:40.770000+00:00,4
173997,A_FINALIZED,2011-10-04 10:44:41.158000+00:00,5
173997,A_CANCELLED_1,2011-10-19 08:30:56.029000+00:00,6
